UASG,Modalidade da Licitação,Número do Aviso da Licitação,Identificador da Licitação,Tipo do Pregão,Situação do Aviso,Objeto,Informações Gerais,Número do Processo,Tipo de Recurso,Número de Itens na Licitação,Nome do Responsável,Função do Responsável,Data de Entrega do Edital,Endereço de Entrega do Edital,Data de Abertura da Proposta,Data de Entrega da Proposta,Data de Publicação,Itens da licitação > uri
150005: MEC-CSG-COORDENACAO DE SERVICOS GERAIS/DF,"3: CONCORRÊNCIA                                      ",00001/1998,15000503000011998,,Publicado,"Contratação de empresa especializada nos serviços de  fornecimento de passagens aéreas, domésticas e internacionais e operacionalização de reservas.",,,Nacional,1,MARIA DE JESUS TAVARES VALADARES BRAGA,Presidente da CPL - Subsitituta,02/02/1998 09:30,"Espl. dos Ministérios, Bloco L, Anexo II, 3º and., sala 302 - Brasília/DF",,04/03/1998 09:30,02/02/1998,/licitacoes/id/licitacao/15000503000011998/itens
150039: MEC-DELEGACIA DO MINISTERIO DA EDUCACAO/ES,"1: CONVITE                                           ",00001/1998,15003901000011998,,Divulgado,"Aquisição de material de consumo, expediente e suprimento de infor mática.",,3015001598/98-13,Nacional,64,,,04/12/1998 14:00,"Av.Fernando Ferrari, s/n- Campus Uniersitário - Goiabeiras/ES",,11/12/1998 09:00,,/licitacoes/id/licitacao/15003901000011998/itens
150050: DELEGACIA REGIONAL-MEC/RS,"1: CONVITE                                           ",00001/1998,15005001000011998,,Divulgado,Fornecimento de combustível para a DEMEC/RS,,3030.001465/9877,Nacional,2,,,02/07/1998 09:00,Rua Washington Luiz 855 - salas 303/309 - Cidade Baixa/RS,,28/07/1998 15:00,,/licitacoes/id/licitacao/15005001000011998/itens
153015: CENTRO FEDERAL DE EDUCACAO TECNOLOGICA - MG,"1: CONVITE                                           ",00001/1998,15301501000011998,,Divulgado,Livros Didáticos/Tecnicos,,3062001181/98-11,Nacional,884,,,16/11/1998 09:00,Av Amazonas 5253 - Nova Suiça/MG,,23/11/1998 09:30,,/licitacoes/id/licitacao/15301501000011998/itens
153029: UTFPR - CAMPUS MEDIANEIRA,"3: CONCORRÊNCIA                                      ",00001/1998,15302903000011998,,Publicado,Locação de área destinada à exploração do ramo de Cantina /Restau rante Escolar nas dependências da Unidade de Medianeira.,,1/98,Nacional,1,CARLA ELISETE DOTTO,Presidente da Comissão de Licitações,01/10/1998 08:00,"Av. Brasil, 4232 - Parque Independência/PR",,03/11/1998 14:30,01/10/1998,/licitacoes/id/licitacao/15302903000011998/itens
153045: UNIVERSIDADE FEDERAL DO CEARA,"1: CONVITE                                           ",00001/1998,15304501000011998,,Divulgado,Aquisição de softwares,,3357/98-66,Nacional,11,,,17/12/1998 08:30,"Rua Paulino Nogueira, 315 - Bloco II Térreo - Benfica/CE",,24/12/1998 15:00,,/licitacoes/id/licitacao/15304501000011998/itens
153173: FNDE-MEC-FUNDO NAC.DE DESENV.DA EDUACACAO/DF,"1: CONVITE                                           ",00001/1998,15317301000011998,,Divulgado,"Fornecimento e instalação de 03 portas blindex e regulagem de portas, conforme anexo único do edital.",,,Nacional,1,,,09/02/1998 09:00,SAS Quadra 01 Bloco A - Edifício Darcy Ribeiro S/114 - Setor de Autarquias/DF,,16/02/1998 09:00,,/licitacoes/id/licitacao/15317301000011998/itens
153173: FNDE-MEC-FUNDO NAC.DE DESENV.DA EDUACACAO/DF,"2: TOMADA DE PREÇOS                                  ",00001/1998,15317302000011998,,Publicado,"Seleção e contrtação de Empresa especializada para fornecimento de impressoras com tecnologia matricial, conforme especificações constantes no Anexo I do Edital.",,3034006490/97-53,Nacional,5,DEOCLIDES CANDIDO FILHO,Presidente da CPL,18/03/1998 08:00,SAS Quadra 01 Bloco A - Sala 114 - Edifício Darcy Ribeiro - Setor de Autarquias/DF,,06/04/1998 10:00,18/03/1998,/licitacoes/id/licitacao/15317302000011998/itens
153173: FNDE-MEC-FUNDO NAC.DE DESENV.DA EDUACACAO/DF,"3: CONCORRÊNCIA                                      ",00001/1998,15317303000011998,,Publicado,"Contratação de empresa especializada para impressão do Guia do livro Didáticos, 5º a 8º séries, formulários de escolha do livro e  livretes contendo etiquetas com códigos de barras para atender ao Programa Nacional do Livro Didático PNLD/99, conforme especificações técnicas contidas nos Anexos do Edital.",,,Nacional,1,LUIZ AUGUSTO LUCINDA,Presidente Substituto da CEL,09/02/1998 08:30,SAS Quadra 01 Bloca A - Ed. Darcy Ribeiro_9º andar s/918 - Setor de Autarquias/DF,,11/03/1998 10:00,09/02/1998,/licitacoes/id/licitacao/15317303000011998/itens
153176: UTFPR - CAMPUS CORNÉLIO PROCÓPIO,"2: TOMADA DE PREÇOS                                  ",00001/1998,15317602000011998,,Publicado,Contratação de empresa especializada na execução de serviços de lim peza e conservação.,,01/98,Nacional,1,EUGÊNIO JOSÉ DE CARVALHO,Chefe do Dpto de Administração,05/11/1998 09:00,"Av. Alberto Carazzai, 1640 - Centro/PR",,23/11/1998 10:00,05/11/1998,/licitacoes/id/licitacao/15317602000011998/itens
153196: ESCOLA AGROTECNICA FEDERAL BARBACENA/MEC/MG,"2: TOMADA DE PREÇOS                                  ",00001/1998,15319602000011998,,Publicado,Serviço de Locação de mão de obra rural,,3000054210/98-37,Nacional,1,MAURICIO RENAULT GROSSI,Presidente de CLOCS,04/12/1998 08:00,"Rua Monsenhor José Augusto, 204 - São José/MG",,21/12/1998 09:00,04/12/1998,/licitacoes/id/licitacao/15319602000011998/itens
153210: EAFS-ESC.AGROT.FEDERAL DE SERTAO/RS,"2: TOMADA DE PREÇOS                                  ",00001/1998,15321002000011998,,Publicado,"Contratação de Empresa prestadora de serviços de preparação de alim entos na Agroindústria desta Escola. Para execução destes serviços a empres a deverá colocar a disposição 05 (cinco) Auxiliares de Agroindústria. O lim ite máximo pago pela Escola será de R$ 5.500,00 mensais.",,3000084689/98-54,Nacional,1,NICE LIVIO BORSÓI,Diretor Geral,25/06/1998 08:00,"Escola Agrotécnica Federal de Sertão-RS - Eng. Luiz Englert Cx. Postal, 21/RS",,15/07/1998 10:00,25/06/1998,/licitacoes/id/licitacao/15321002000011998/itens
153213: CENTRO FED. DE EDUC. TECNOLÓGICO  UBERABA/MG,"22: TOMADA DE PREÇOS POR TÉCNICA E PREÇO              ",00001/1998,15321322000011998,,Publicado,Aquisição de equipamentos de informatica 04 câmera digital de vídeo; 28 estabilizadores: 02 gravadora e leitora de CD-ROM; 05 hubs; 12 impressoras jato de tinta; 05 impressoras laser; 04 impressoras matriciais;01 leitor de código de barras; 80 microcomputadores; 06 no-break;  04  notebooks; 06 scanner de mesa colorido.,,3000087510/98-66,Nacional,14,LETÍCIA ROSA DE LIMA,Presidente da CPL,20/11/1998 08:00,"Campus II da Escola Agrotécnica Federal de Uberaba, BR-050 - -  Km 499 - antiga estrada das Mangabeiras/MG",,21/12/1998 09:00,20/11/1998,/licitacoes/id/licitacao/15321322000011998/itens
153236: INDESP-INST.NAC.DE DESENV.DESPORTO/DF,"2: TOMADA DE PREÇOS                                  ",00001/1998,15323602000011998,,Publicado,"Locação de cinco equipamentos reprográficos, com fornecimento de ma terial, exceto papel, no exercício de 1998.",,7000000150/98-72,Nacional,1,ANA MARIA ALVES PERDOMO,Chefe da DIGER,09/04/1998 08:00,Esplanada dos Ministérios bloco A sala 758 - Centro/DF,,04/05/1998 15:00,09/04/1998,/licitacoes/id/licitacao/15323602000011998/itens
153239: MEC-ESCOLA AGROTECNICA FEDERAL DE CODO/MA,"1: CONVITE                                           ",00001/1998,15323901000011998,,Divulgado,Aquisição de materiais de consumo,,3000060239/98-01,Nacional,19,,,18/12/1998 08:30,"Povoado Poraque, S/N, Zona Rural - /MA",,28/12/1998 09:00,,/licitacoes/id/licitacao/15323901000011998/itens
153280: ESCOLA DE ENGENHARIA/UFMG,"3: CONCORRÊNCIA                                      ",00001/1998,15328003000011998,,Publicado,Concessão remunerada de uso das cantinas da Escola de Engenharia da Universidade Federal de Minas Gerais,,3072010341/98-78,Nacional,1,CAROLINE VILAÇA TORRES FERREIRA,Presidente da Comissão de Licitação,17/12/1998 08:00,Rua Espirito Santo 35 - Centro/MG,,29/01/1999 13:00,17/12/1998,/licitacoes/id/licitacao/15328003000011998/itens
153978: MEC/INEP/INST.NAC.DE EST.E PESQ.EDUCAC./DF,"1: CONVITE                                           ",00001/1998,15397801000011998,,Divulgado,Fornecimento e entrega de 15.000 litros de gasolina comum  e  de 10.000 litros de álcool comum para abastecer os veículos de propriedade do INEP/MEC.,,,Nacional,2,,,03/02/1998 09:00,Sgas Quadra 607 Bloco 50 Edifício CNE sala 114 - Asa Sul/DF,,10/02/1998 10:00,,/licitacoes/id/licitacao/15397801000011998/itens
153978: MEC/INEP/INST.NAC.DE EST.E PESQ.EDUCAC./DF,"2: TOMADA DE PREÇOS                                  ",00001/1998,15397802000011998,,Publicado,Serviço de reforma e recuperação dos bens moveis de propriedade do INEP.,,,Nacional,1,PEDRO MASSAD JUNIOR,Presidente da Cpl,20/01/1998 08:30,SGAS QD.607 Av.L2 Sul Ed. CNE SALA 114 - Asa Sul/DF,,05/02/1998 10:00,21/01/1998,/licitacoes/id/licitacao/15397802000011998/itens
153978: MEC/INEP/INST.NAC.DE EST.E PESQ.EDUCAC./DF,"4: CONCORRÊNCIA INTERNACIONAL                        ",00001/1998,15397804000011998,,Publicado,Aquisição de equipamentos de informática,,3036000136/98-59,Nacional,11,LÚCIA MARIA MODESTO PEREIRA,Presidente da Comissão Especial de Licitação,19/02/1998 09:00,SGAS 607 Bloco 50 Av.L2/Sul Edifício - CNE Sala 114 - Asa Sul/DF,,07/04/1998 09:30,19/02/1998,/licitacoes/id/licitacao/15397804000011998/itens
153978: MEC/INEP/INST.NAC.DE EST.E PESQ.EDUCAC./DF,"33: CONCORRÊNCIA POR TÉCNICA E PREÇO                  ",00001/1998,15397833000011998,,Publicado,"Contratação de entidade especializada na área de pesquisa, com vistas a realização de Pesquisa sobre a Remuneração de Atividades Concorrentes ao Magistério, conforme estabelecido no Projeto Básico.",,3036000737/98-99,Nacional,1,ODIETE DEUSDARÁ RODRIGUES,Presidente da Comissão Permanente de Licitação,20/08/1998 08:30,"Esplanada dos Ministério Bloco L Anexo I do MEC, sala 421. - Plano Piloto/DF",,05/10/1998 10:00,20/08/1998,/licitacoes/id/licitacao/15397833000011998/itens
154003: MEC-FUCAPES-FUND.COORD.DE AP.NIV.SUPERIOR/DF,"2: TOMADA DE PREÇOS                                  ",00001/1998,15400302000011998,,Publicado,"Contratação de empresa especializada para prestação de serviços de reprodução de documentos, em preto e branco e coloridos, conforme as especi ficações constantes no Anexo I.",,164/97-0,Nacional,1,VILSON ALVES DOS SANTOS,Gerente Administrativo,02/03/1998 08:00,EMI  Bl. L Ed. Anexo II 2º andar sala 215_Min. Educ. Capes -  Asa Norte/DF,,17/03/1998 15:00,26/02/1998,/licitacoes/id/licitacao/15400302000011998/itens
154003: MEC-FUCAPES-FUND.COORD.DE AP.NIV.SUPERIOR/DF,"33: CONCORRÊNCIA POR TÉCNICA E PREÇO                  ",00001/1998,15400333000011998,,Publicado,"A presente licitação tem por objeto implantação de Rede Local  com /MEC. posta de um conjunto de equipamentos, instalação de um cabeamento estrutura do para voz e dados e um novo Back-Bone baseado em ATM. A rede nova será su portada por Switch ATM e Fast Ethernet com respectivo software de gerencia mento, acessórios, cabeamento categoria 05, Racks, painéis de gerenciamento de cabos e infra-estrutura para suportar novos serviços da CAPES/MEC. Custo de R$ 20,00 (vinte reais), devendo a importância ser recolhida junto ao Banco do Brasil S/A, C/C Nº. 55568015-0, Agência Nº. 1003-0, em nome da Fun dação de Coordenação de Aperfeiçoamento de Pessoal de Nível Superior -CAPES",,00/98-5,Nacional,1,VILSON ALVES DOS SANTOS,Gerente Administrativo,18/06/1998 08:00,"EMI bl.L Anexo II, 2º andar, sala 215 - Asa Norte/DF",,03/08/1998 15:00,17/06/1998,/licitacoes/id/licitacao/15400333000011998/itens
154040: FUNDAÇÃO UNIVERSIDADE DE BRASÍLIA - FUB,"1: CONVITE                                           ",00001/1998,15404001000011998,,Publicado,Aquisição de açúcar e café.,,,Nacional,2,RENAN MENDES ROCHA,Chefe do Serviço de Compras Nacionais,23/01/1998 08:00,Prédio da Reitoria 1. andar - Serviço de Compras - Campus UnB - Asa Norte/DF,,30/01/1998 15:00,23/01/1998,/licitacoes/id/licitacao/15404001000011998/itens
154040: FUNDAÇÃO UNIVERSIDADE DE BRASÍLIA - FUB,"2: TOMADA DE PREÇOS                                  ",00001/1998,15404002000011998,,Publicado,Aquisição de água mineral.,,,Nacional,1,RENAN MENDES ROCHA,Chefe do Serviço de Compras Nacionais,14/01/1998 08:00,Prédio da Reitoria 1. andar.-Serviço de Compras Nacionais - Campus UnB - Asa Norte/DF,,10/02/1998 09:00,14/01/1998,/licitacoes/id/licitacao/15404002000011998/itens
154040: FUNDAÇÃO UNIVERSIDADE DE BRASÍLIA - FUB,"3: CONCORRÊNCIA                                      ",00001/1998,15404003000011998,,Publicado,Contratação de seguro de vida em grupo.,,CN-007.987/98,Nacional,1,RAIMUNDO COSMO DE LIMA,Presidente da Comissão de Licitação,30/04/1998 08:00,Serviço de Compras Nacionais - Prédio da Reitoria - 1. andar - Campus Universitário - Asa Norte/DF,,01/06/1998 09:00,30/04/1998,/licitacoes/id/licitacao/15404003000011998/itens
170009: ESCOLA DE ADMINISTRACAO FAZENDARIA/DF,"2: TOMADA DE PREÇOS                                  ",00001/1998,17000902000011998,,Publicado,Aquisição de mobiliário para escritório e mobiliário para  equipa mentos de informática,,2500000266/98 13,Nacional,13,AVELINO BATISTA LEITE NETO,Presidente da Comissão Permanente de Licitação,31/03/1998 09:00,Estrada BR-251 - Km 4 sala DT-13 - Lago Sul/DF,,17/04/1998 10:00,02/04/1998,/licitacoes/id/licitacao/17000902000011998/itens
170010: MF-SRF-SECRETARIA DA RECEITA FEDERAL/DF,"1: CONVITE                                           ",00001/1998,17001001000011998,,Divulgado,Contratação de Pessoa Jurídica para prestação de serviço de Consult oria,,,Nacional,1,,,13/02/1998 09:00,Esplanada dos Ministérios Bl P 6º andar sala 612 - Centro/DF,,20/02/1998 10:00,,/licitacoes/id/licitacao/17001001000011998/itens
170010: MF-SRF-SECRETARIA DA RECEITA FEDERAL/DF,"2: TOMADA DE PREÇOS                                  ",00001/1998,17001002000011998,,Publicado,Aquisição com instalação de 34 aparelhos condicionadores de ar de 2 1.000 BTUs e 03 aparelhos condicionadores de ar de 30.000 BTUs,,,Nacional,2,MARIA LIÉGE DE SOUSA LEITE CONTE,Presidente da Comissão Permanente de Licitação/SRF,02/02/1998 09:00,Esplanada dos Ministérios Bl. P 6 andar sala 612 - Centro/DF,,17/02/1998 15:00,30/01/1998,/licitacoes/id/licitacao/17001002000011998/itens
170014: GERÊNCIA REGIONAL DE ADM. NO DISTRITO FEDERAL,"1: CONVITE                                           ",00001/1998,17001401000011998,,Publicado,"Prestação de serviço para confecção de envelopes em papel apergaminhado branco, conforme especificações constantes do Convite. Cópia do Convite e Anexo será fornecido gratuitamente até 24 horas antes da  abertura dos envelopes.",,0166018329979794,Nacional,1,JOSÉ LUIZ MARTINS DURÇO,Presidente da Comissão Permanente de Licitação,18/02/1998 09:00,"Sala 710, sétimo andar do Ed. Órgãos Regionais - S.A.S., Qd. 03, Bl. ""O"" - Brasília/DF./DF",,03/03/1998 10:00,18/02/1998,/licitacoes/id/licitacao/17001401000011998/itens
170014: GERÊNCIA REGIONAL DE ADM. NO DISTRITO FEDERAL,"2: TOMADA DE PREÇOS                                  ",00001/1998,17001402000011998,,Publicado,"Contratação de Pessoa Jurídica para fornecimento mensal de aproxima damente 2.500 Kg (dois mil e quinhentos quilogramas) de café torrado e moído, empacotado a vácuo, para atender ao consumo dos diversos Órgãos do Ministério da Fazendo no DF, perfazendo a quantidade para 09 meses  estimada em 22.500 (vinte e dois mil e quinhentos quilogramas).Cópias do Edital e de seus anexos poderão ser obtidas mediante a apresentação do comprovante  de recolhimento através de DARF, da importância de R$ 3,00 (três reais).",,,Nacional,1,MARIA APARECIDA FABRI PESSANHA,Vice Presidente da Comissão Permanente de Licitação,29/01/1998 09:00,"Sala 710, sétimo andar do Ed. Órgãos Regionais - Setor de Autárquias Sul, qd. 03,bl.""O""/DF",,13/02/1998 10:00,29/01/1998,/licitacoes/id/licitacao/17001402000011998/itens
170014: GERÊNCIA REGIONAL DE ADM. NO DISTRITO FEDERAL,"3: CONCORRÊNCIA                                      ",00001/1998,17001403000011998,,Publicado,"Contratação de pessoa jurídica para exploração, através de concessão de uso, das instalações, equipamentos e utensílios da lavanderia perten cente a ESAF/DF,localizada no Km 04, BR 251, estrada Brasília/Unaí, para la var, passar e recuperar, sem ônus, as roupas do Ministério da Fazenda DF. Cópia do edital e seus anexos poderá ser obtida mediante a apresentação do comprovante de DARF da importância de R$5,00 (Cinco reais), junto a  rede bancária através do código 3762.",,01660201429704,Nacional,1,JOSÉ LUIZ MARTINS DURÇO,Presidente da Comissão Permanente de Licitação,12/03/1998 09:00,"Sala 708, sétimo andar do Ed. Órgãos Regionais - SAS qd.03, bL. O, Brasília-DF/DF",,14/04/1998 10:00,12/03/1998,/licitacoes/id/licitacao/17001403000011998/itens
170018: SUP.REGIONAL RECEITA FEDERAL 1A.RF/DF,"2: TOMADA DE PREÇOS                                  ",00001/1998,17001802000011998,,Publicado,"Aquisição de material de consumo, tais como: cartuchos/toner  para impressoras HP Deskjet e Laserjet, Xerox, Laserjet e QMS Magicolor 2 cx laserjet, Fita refil, Disco magnético, conforme especificação do anexo único.",,01660041889877,Nacional,36,DAISY MARIA SAMPAIO WATANABE,Superintendente Adjunto,15/06/1998 08:30,SAS Q. 03 Bloco O Sala 619 - Asa Sul/DF,,30/06/1998 10:00,15/06/1998,/licitacoes/id/licitacao/17001802000011998/itens
170018: SUP.REGIONAL RECEITA FEDERAL 1A.RF/DF,"1: CONVITE                                           ",00001/1998,17001801000011998,,Publicado,"Aquisição de equipamentos de informática (rack 12"" U, 19"", régua de tomadas, guia de cabos, patch panel).",,01660040159859,Nacional,4,DAISY MARIA SAMPAIO WATANABE,Superintendente Adjunto da SRRF/1a RF,23/04/1998 08:30,SAS Q. 03 Bloco O Sala 619 - Asa Sul/DF,,30/04/1998 09:30,23/04/1998,/licitacoes/id/licitacao/17001801000011998/itens
170038: SUPERINTENDÊNCIA DE ADMINISTRAÇÃO DO MF - CE,"3: CONCORRÊNCIA                                      ",00001/1998,17003803000011998,,Publicado,Contratação de pessoa jurídica para a prestação dos serviços de lim peza e conservação a serem executados no: item 01 Edifício-Sede do MF em Fortaleza/CE e Oficina Anexa; item 02 Edifício-Sede do MF em São Luis/MA e Prédio da Procuradoria Seccional da Fazenda Nacional em Imperatriz/MA.,,03800154919814,Nacional,1,FRANCISCO ANDRÉ NETO,Chefe da Divisão de Suprimentos,21/12/1998 08:30,"Rua Barão de Aracati, nº 909 - Meireles/CE",,21/01/1999 15:00,21/12/1998,/licitacoes/id/licitacao/17003803000011998/itens
