no_cidade,nome_da_nidade,gid,valor,taxa
"Douradina","<i>Douradina</i>","5833","<b>1</b>","1"
"Alcântaras","<i>Alcântaras</i>","7121","<b>0</b>","0"
"Garibaldi","<i>Garibaldi</i>","9446","<b>1</b>","1"
"Santo Antônio do Leste","<i>Santo Antônio do Leste</i>","7419","<b>1</b>","1"
"Floresta","<i>Floresta</i>","9911","<b>6</b>","6"
"Caxambu","<i>Caxambu</i>","10382","<b>1</b>","1"
"Mimoso do Sul","<i>Mimoso do Sul</i>","11112","<b>0</b>","0"
"Ilha de Itamaracá","<i>Ilha de Itamaracá</i>","9930","<b>0</b>","0"
"Novo Airão","<i>Novo Airão</i>","10178","<b>2</b>","2"
"Matipó","<i>Matipó</i>","10685","<b>1</b>","1"
"Tremembé","<i>Tremembé</i>","8884","<b>0</b>","0"
"Coremas","<i>Coremas</i>","6658","<b>2</b>","2"
"São José do Rio Claro","<i>São José do Rio Claro</i>","7409","<b>1</b>","1"
"Venturosa","<i>Venturosa</i>","10026","<b>2</b>","2"
"Rio Doce","<i>Rio Doce</i>","10852","<b>0</b>","0"
"São Sebastião do Tocantins","<i>São Sebastião do Tocantins</i>","9040","<b>1</b>","1"
"Porciúncula","<i>Porciúncula</i>","8236","<b>1</b>","1"
"Ortigueira","<i>Ortigueira</i>","5976","<b>1</b>","1"
"Irani","<i>Irani</i>","6253","<b>1</b>","1"
"Ribeirãozinho","<i>Ribeirãozinho</i>","7404","<b>0</b>","0"
"Araçariguama","<i>Araçariguama</i>","8301","<b>1</b>","1"
"Capivari do Sul","<i>Capivari do Sul</i>","9357","<b>2</b>","2"
"Porto Walter","<i>Porto Walter</i>","6883","<b>5</b>","5"
"Altamira do Paraná","<i>Altamira do Paraná</i>","5738","<b>1</b>","1"
"Navegantes","<i>Navegantes</i>","6301","<b>6</b>","6"
"Igarapé Grande","<i>Igarapé Grande</i>","9143","<b>2</b>","2"
"Barro Alto","<i>Barro Alto</i>","7471","<b>0</b>","0"
"Guaraciama","<i>Guaraciama</i>","10532","<b>1</b>","1"
"Monte Alto","<i>Monte Alto</i>","8621","<b>0</b>","0"
"Alvorada D'Oeste","<i>Alvorada D'Oeste</i>","6842","<b>2</b>","2"
"Pires do Rio","<i>Pires do Rio</i>","7626","<b>3</b>","3"
"Bom Lugar","<i>Bom Lugar</i>","9090","<b>6</b>","6"
"Inajá","<i>Inajá</i>","5881","<b>0</b>","0"
"Carmópolis","<i>Carmópolis</i>","7700","<b>2</b>","2"
"Boa Esperança","<i>Boa Esperança</i>","11077","<b>3</b>","3"
"Charqueada","<i>Charqueada</i>","8403","<b>1</b>","1"
"Coronel Bicaco","<i>Coronel Bicaco</i>","9389","<b>3</b>","3"
"São Sebastião do Umbuzeiro","<i>São Sebastião do Umbuzeiro</i>","6792","<b>2</b>","2"
"Douradoquara","<i>Douradoquara</i>","10473","<b>0</b>","0"
"Tanque Novo","<i>Tanque Novo</i>","8145","<b>3</b>","3"
"Bocaiúva","<i>Bocaiúva</i>","10289","<b>3</b>","3"
"Mar Vermelho","<i>Mar Vermelho</i>","10085","<b>0</b>","0"
"Sinop","<i>Sinop</i>","7424","<b>21</b>","21"
"Cristianópolis","<i>Cristianópolis</i>","7512","<b>0</b>","0"
"Pavussu","<i>Pavussu</i>","7047","<b>0</b>","0"
"Jequeri","<i>Jequeri</i>","10615","<b>2</b>","2"
"Remígio","<i>Remígio</i>","6751","<b>6</b>","6"
"Bozano","<i>Bozano</i>","9326","<b>0</b>","0"
"Monte Castelo","<i>Monte Castelo</i>","8624","<b>1</b>","1"
"São Valério","<i>São Valério</i>","9041","<b>0</b>","0"
"Carmópolis de Minas","<i>Carmópolis de Minas</i>","10368","<b>1</b>","1"
"Franciscópolis","<i>Franciscópolis</i>","10509","<b>0</b>","0"
"Ubirajara","<i>Ubirajara</i>","8893","<b>0</b>","0"
"Riqueza","<i>Riqueza</i>","6354","<b>0</b>","0"
"Aiuruoca","<i>Aiuruoca</i>","10223","<b>0</b>","0"
"Alvorada do Sul","<i>Alvorada do Sul</i>","5742","<b>0</b>","0"
"Tailândia","<i>Tailândia</i>","5704","<b>5</b>","5"
"Francisco Morato","<i>Francisco Morato</i>","8457","<b>8</b>","8"
"Fonte Boa","<i>Fonte Boa</i>","10158","<b>2</b>","2"
"Araçoiaba","<i>Araçoiaba</i>","9859","<b>1</b>","1"
"Caeté","<i>Caeté</i>","10320","<b>2</b>","2"
"Barão de Grajaú","<i>Barão de Grajaú</i>","9079","<b>3</b>","3"
"Mossâmedes","<i>Mossâmedes</i>","7592","<b>0</b>","0"
"Barão de Antonina","<i>Barão de Antonina</i>","8327","<b>0</b>","0"
"Conceição de Ipanema","<i>Conceição de Ipanema</i>","10402","<b>0</b>","0"
"Divisópolis","<i>Divisópolis</i>","10461","<b>1</b>","1"
"Fernando Falcão","<i>Fernando Falcão</i>","9125","<b>2</b>","2"
"Schroeder","<i>Schroeder</i>","6391","<b>1</b>","1"
"Cariri do Tocantins","<i>Cariri do Tocantins</i>","8946","<b>2</b>","2"
"Miguel Leão","<i>Miguel Leão</i>","7019","<b>0</b>","0"
"Pontalinda","<i>Pontalinda</i>","8720","<b>0</b>","0"
"São Fidélis","<i>São Fidélis</i>","8250","<b>0</b>","0"
"Victor Graeff","<i>Victor Graeff</i>","9758","<b>0</b>","0"
"Porto Mauá","<i>Porto Mauá</i>","9599","<b>0</b>","0"
"Bayeux","<i>Bayeux</i>","6620","<b>1</b>","1"
"Guapé","<i>Guapé</i>","10530","<b>2</b>","2"
"Capinzal","<i>Capinzal</i>","6192","<b>3</b>","3"
"Santa Maria","<i>Santa Maria</i>","6529","<b>3</b>","3"
"São Francisco","<i>São Francisco</i>","10924","<b>2</b>","2"
"Artur Nogueira","<i>Artur Nogueira</i>","8314","<b>4</b>","4"
"Aragominas","<i>Aragominas</i>","8924","<b>0</b>","0"
"Nova Canaã","<i>Nova Canaã</i>","8036","<b>0</b>","0"
"Antônio Prado de Minas","<i>Antônio Prado de Minas</i>","10245","<b>0</b>","0"
"Damião","<i>Damião</i>","6667","<b>1</b>","1"
"Marechal Deodoro","<i>Marechal Deodoro</i>","10083","<b>4</b>","4"
"Saquarema","<i>Saquarema</i>","8259","<b>1</b>","1"
"Valença","<i>Valença</i>","8267","<b>7</b>","7"
"Itaberaí","<i>Itaberaí</i>","7555","<b>4</b>","4"
"Vicente Dutra","<i>Vicente Dutra</i>","9757","<b>2</b>","2"
"Quatis","<i>Quatis</i>","8238","<b>2</b>","2"
"Santana do Seridó","<i>Santana do Seridó</i>","6552","<b>0</b>","0"
"Palmares","<i>Palmares</i>","9962","<b>2</b>","2"
"Surubim","<i>Surubim</i>","10011","<b>4</b>","4"
"São João da Mata","<i>São João da Mata</i>","10938","<b>0</b>","0"
"Pomerode","<i>Pomerode</i>","6332","<b>2</b>","2"
"Matinha","<i>Matinha</i>","9168","<b>3</b>","3"
"São Domingos do Sul","<i>São Domingos do Sul</i>","9654","<b>1</b>","1"
"Crateús","<i>Crateús</i>","7165","<b>7</b>","7"
"Ibicuí","<i>Ibicuí</i>","7911","<b>0</b>","0"
"Ibiassucê","<i>Ibiassucê</i>","7908","<b>2</b>","2"
"São Francisco de Paula","<i>São Francisco de Paula</i>","10925","<b>0</b>","0"
"Eugênio de Castro","<i>Eugênio de Castro</i>","9432","<b>0</b>","0"
"Nhamundá","<i>Nhamundá</i>","10176","<b>2</b>","2"
"Ibicaré","<i>Ibicaré</i>","6239","<b>1</b>","1"
"Governador Jorge Teixeira","<i>Governador Jorge Teixeira</i>","6853","<b>4</b>","4"
"Urucuia","<i>Urucuia</i>","11041","<b>1</b>","1"
"Itaquaquecetuba","<i>Itaquaquecetuba</i>","8535","<b>8</b>","8"
"Vale do Paraíso","<i>Vale do Paraíso</i>","6869","<b>2</b>","2"
"Cafelândia","<i>Cafelândia</i>","8370","<b>1</b>","1"
"Chapadão do Lageado","<i>Chapadão do Lageado</i>","6198","<b>0</b>","0"
"Cristais","<i>Cristais</i>","10434","<b>1</b>","1"
"Sertanópolis","<i>Sertanópolis</i>","6098","<b>1</b>","1"
"Peritiba","<i>Peritiba</i>","6324","<b>1</b>","1"
"Malhada dos Bois","<i>Malhada dos Bois</i>","7722","<b>1</b>","1"
"Nova Redenção","<i>Nova Redenção</i>","8040","<b>2</b>","2"
"Jequitinhonha","<i>Jequitinhonha</i>","10618","<b>1</b>","1"
"Itaguaí","<i>Itaguaí</i>","8208","<b>1</b>","1"
"Barra do Corda","<i>Barra do Corda</i>","9080","<b>3</b>","3"
"Colorado do Oeste","<i>Colorado do Oeste</i>","6823","<b>2</b>","2"
"Nazarezinho","<i>Nazarezinho</i>","6721","<b>2</b>","2"
"Diamante do Norte","<i>Diamante do Norte</i>","5829","<b>0</b>","0"
"Travesseiro","<i>Travesseiro</i>","9725","<b>0</b>","0"
"Jussara","<i>Jussara</i>","7981","<b>0</b>","0"
"Muaná","<i>Muaná</i>","5649","<b>5</b>","5"
"Oriximiná","<i>Oriximiná</i>","5657","<b>2</b>","2"
"Jucás","<i>Jucás</i>","7215","<b>3</b>","3"
"Gracho Cardoso","<i>Gracho Cardoso</i>","7710","<b>0</b>","0"
"Cataguases","<i>Cataguases</i>","10377","<b>1</b>","1"
"Buenos Aires","<i>Buenos Aires</i>","9876","<b>1</b>","1"
"Jardim de Angicos","<i>Jardim de Angicos</i>","6488","<b>2</b>","2"
"Itajuípe","<i>Itajuípe</i>","7946","<b>2</b>","2"
"Nova Olinda do Maranhão","<i>Nova Olinda do Maranhão</i>","9181","<b>2</b>","2"
"Lapa","<i>Lapa</i>","5916","<b>4</b>","4"
"Chupinguaia","<i>Chupinguaia</i>","6851","<b>1</b>","1"
"Arauá","<i>Arauá</i>","7690","<b>2</b>","2"
"Itatiaia","<i>Itatiaia</i>","8212","<b>6</b>","6"
"Mairinque","<i>Mairinque</i>","8590","<b>1</b>","1"
"Caibi","<i>Caibi</i>","6182","<b>2</b>","2"
"Urupema","<i>Urupema</i>","6414","<b>0</b>","0"
"Nova Crixás","<i>Nova Crixás</i>","7601","<b>2</b>","2"
"Sanharó","<i>Sanharó</i>","9987","<b>2</b>","2"
"Sapucaia","<i>Sapucaia</i>","8258","<b>3</b>","3"
"Caém","<i>Caém</i>","7825","<b>0</b>","0"
"Birigui","<i>Birigui</i>","8344","<b>7</b>","7"
"Ouro Verde do Oeste","<i>Ouro Verde do Oeste</i>","5978","<b>0</b>","0"
"Pontal do Paraná","<i>Pontal do Paraná</i>","6009","<b>1</b>","1"
"Cantagalo","<i>Cantagalo</i>","8196","<b>1</b>","1"
"Montauri","<i>Montauri</i>","9527","<b>0</b>","0"
"Careiro","<i>Careiro</i>","10152","<b>3</b>","3"
"Frecheirinha","<i>Frecheirinha</i>","7176","<b>1</b>","1"
"Eldorado","<i>Eldorado</i>","8434","<b>1</b>","1"
"São Pedro das Missões","<i>São Pedro das Missões</i>","9680","<b>0</b>","0"
"São Gonçalo dos Campos","<i>São Gonçalo dos Campos</i>","8120","<b>0</b>","0"
"Americano do Brasil","<i>Americano do Brasil</i>","7454","<b>0</b>","0"
"São Bernardo do Campo","<i>São Bernardo do Campo</i>","8815","<b>8</b>","8"
"Pirpirituba","<i>Pirpirituba</i>","6740","<b>1</b>","1"
"Quijingue","<i>Quijingue</i>","8079","<b>4</b>","4"
"Iguatama","<i>Iguatama</i>","10555","<b>0</b>","0"
"São Miguel do Fidalgo","<i>São Miguel do Fidalgo</i>","7094","<b>0</b>","0"
"Sossêgo","<i>Sossêgo</i>","6804","<b>4</b>","4"
"Maceió","<i>Maceió</i>","10079","<b>21</b>","21"
"Pedra Branca do Amapari","<i>Pedra Branca do Amapari</i>","5720","<b>5</b>","5"
"Itaipava do Grajaú","<i>Itaipava do Grajaú</i>","9145","<b>2</b>","2"
"Rafael Jambeiro","<i>Rafael Jambeiro</i>","8081","<b>1</b>","1"
"Senhor do Bonfim","<i>Senhor do Bonfim</i>","8131","<b>3</b>","3"
"Estrela do Indaiá","<i>Estrela do Indaiá</i>","10487","<b>0</b>","0"
"Domingos Martins","<i>Domingos Martins</i>","11087","<b>2</b>","2"
"Araranguá","<i>Araranguá</i>","6151","<b>6</b>","6"
"Novo Tiradentes","<i>Novo Tiradentes</i>","9560","<b>1</b>","1"
"Paquetá","<i>Paquetá</i>","7040","<b>0</b>","0"
"Jandaíra","<i>Jandaíra</i>","7973","<b>0</b>","0"
"Pedranópolis","<i>Pedranópolis</i>","8686","<b>1</b>","1"
"Juarina","<i>Juarina</i>","8980","<b>0</b>","0"
"Jacaraú","<i>Jacaraú</i>","6688","<b>2</b>","2"
"Pimenta","<i>Pimenta</i>","10801","<b>1</b>","1"
"Gramado","<i>Gramado</i>","9454","<b>0</b>","0"
"Rosário do Ivaí","<i>Rosário do Ivaí</i>","6047","<b>0</b>","0"
"Claro dos Poções","<i>Claro dos Poções</i>","10393","<b>0</b>","0"
"Mateiros","<i>Mateiros</i>","8988","<b>0</b>","0"
"Milagres do Maranhão","<i>Milagres do Maranhão</i>","9171","<b>1</b>","1"
"Barra Funda","<i>Barra Funda</i>","9311","<b>0</b>","0"
"Urubici","<i>Urubici</i>","6413","<b>0</b>","0"
"Antônio Olinto","<i>Antônio Olinto</i>","5749","<b>1</b>","1"
"Leopoldina","<i>Leopoldina</i>","10651","<b>0</b>","0"
"Corumbataí","<i>Corumbataí</i>","8412","<b>1</b>","1"
"Rondon do Pará","<i>Rondon do Pará</i>","5676","<b>1</b>","1"
"Ibirapitanga","<i>Ibirapitanga</i>","7915","<b>2</b>","2"
"São José dos Quatro Marcos","<i>São José dos Quatro Marcos</i>","7401","<b>0</b>","0"
"Santa Margarida","<i>Santa Margarida</i>","10887","<b>0</b>","0"
"Juti","<i>Juti</i>","9815","<b>1</b>","1"
"Cesário Lange","<i>Cesário Lange</i>","8402","<b>2</b>","2"
"Dois Irmãos das Missões","<i>Dois Irmãos das Missões</i>","9404","<b>0</b>","0"
"Padre Marcos","<i>Padre Marcos</i>","7035","<b>0</b>","0"
"Ibiaçá","<i>Ibiaçá</i>","9468","<b>1</b>","1"
"Bonito de Minas","<i>Bonito de Minas</i>","10299","<b>1</b>","1"
"Salinópolis","<i>Salinópolis</i>","5678","<b>6</b>","6"
"João Dourado","<i>João Dourado</i>","7978","<b>4</b>","4"
"Xanxerê","<i>Xanxerê</i>","6423","<b>3</b>","3"
"Santo Amaro das Brotas","<i>Santo Amaro das Brotas</i>","7751","<b>0</b>","0"
"Cândido Rodrigues","<i>Cândido Rodrigues</i>","8386","<b>1</b>","1"
"Tocantínia","<i>Tocantínia</i>","9049","<b>1</b>","1"
"Aroeiras","<i>Aroeiras</i>","6612","<b>3</b>","3"
"Rubinéia","<i>Rubinéia</i>","8770","<b>0</b>","0"
"Clevelândia","<i>Clevelândia</i>","5811","<b>1</b>","1"
"Amarante","<i>Amarante</i>","6900","<b>5</b>","5"
"Tapejara","<i>Tapejara</i>","6103","<b>1</b>","1"
"Guaíba","<i>Guaíba</i>","9459","<b>0</b>","0"
"Melgaço","<i>Melgaço</i>","5644","<b>4</b>","4"
"Canapi","<i>Canapi</i>","10049","<b>1</b>","1"
"Ribeirópolis","<i>Ribeirópolis</i>","7745","<b>2</b>","2"
"Cardeal da Silva","<i>Cardeal da Silva</i>","7849","<b>0</b>","0"
"Canelinha","<i>Canelinha</i>","6190","<b>1</b>","1"
"Lagoa Bonita do Sul","<i>Lagoa Bonita do Sul</i>","9499","<b>0</b>","0"
"Bacabeira","<i>Bacabeira</i>","9075","<b>1</b>","1"
"Jeceaba","<i>Jeceaba</i>","10613","<b>0</b>","0"
"Laranja da Terra","<i>Laranja da Terra</i>","11106","<b>4</b>","4"
"Astolfo Dutra","<i>Astolfo Dutra</i>","10262","<b>0</b>","0"
"Paraguaçu Paulista","<i>Paraguaçu Paulista</i>","8670","<b>3</b>","3"
"Rio Grande da Serra","<i>Rio Grande da Serra</i>","8765","<b>2</b>","2"
"Miraíma","<i>Miraíma</i>","7228","<b>2</b>","2"
"Laranjal do Jari","<i>Laranjal do Jari</i>","5725","<b>2</b>","2"
"Santa Luzia","<i>Santa Luzia</i>","9218","<b>21</b>","21"
"Moeda","<i>Moeda</i>","10700","<b>1</b>","1"
"Piraquara","<i>Piraquara</i>","6003","<b>4</b>","4"
"Quilombo","<i>Quilombo</i>","6344","<b>0</b>","0"
"Feliz Natal","<i>Feliz Natal</i>","7342","<b>3</b>","3"
"Arraial","<i>Arraial</i>","6906","<b>1</b>","1"
"Itajá","<i>Itajá</i>","7558","<b>1</b>","1"
"Fortuna","<i>Fortuna</i>","9128","<b>2</b>","2"
"Amparo","<i>Amparo</i>","6604","<b>0</b>","0"
"Inhaúma","<i>Inhaúma</i>","10564","<b>0</b>","0"
"Monsenhor Tabosa","<i>Monsenhor Tabosa</i>","7231","<b>2</b>","2"
"Pedro Canário","<i>Pedro Canário</i>","11119","<b>4</b>","4"
"Regente Feijó","<i>Regente Feijó</i>","8746","<b>4</b>","4"
"Riachão do Dantas","<i>Riachão do Dantas</i>","7743","<b>0</b>","0"
"Mostardas","<i>Mostardas</i>","9535","<b>0</b>","0"
"Guarantã","<i>Guarantã</i>","8476","<b>2</b>","2"
"Cambará","<i>Cambará</i>","5784","<b>1</b>","1"
"Lindóia do Sul","<i>Lindóia do Sul</i>","6280","<b>0</b>","0"
"Turvelândia","<i>Turvelândia</i>","7676","<b>1</b>","1"
"Talismã","<i>Talismã</i>","9047","<b>0</b>","0"
"Dom Viçoso","<i>Dom Viçoso</i>","10466","<b>1</b>","1"
"Atalaia","<i>Atalaia</i>","5760","<b>3</b>","3"
"Bossoroca","<i>Bossoroca</i>","9325","<b>1</b>","1"
"Potengi","<i>Potengi</i>","7261","<b>2</b>","2"
"Gentio do Ouro","<i>Gentio do Ouro</i>","7899","<b>0</b>","0"
"Milton Brandão","<i>Milton Brandão</i>","7020","<b>1</b>","1"
"Monções","<i>Monções</i>","8618","<b>1</b>","1"
"Passo Fundo","<i>Passo Fundo</i>","9576","<b>9</b>","9"
"Carapebus","<i>Carapebus</i>","8193","<b>1</b>","1"
"Tabira","<i>Tabira</i>","10012","<b>4</b>","4"
"Bela Vista de Goiás","<i>Bela Vista de Goiás</i>","7472","<b>3</b>","3"
"Graça","<i>Graça</i>","7178","<b>2</b>","2"
"Caicó","<i>Caicó</i>","6450","<b>7</b>","7"
"Campo Alegre de Lourdes","<i>Campo Alegre de Lourdes</i>","7834","<b>1</b>","1"
"Santa Isabel","<i>Santa Isabel</i>","8794","<b>1</b>","1"
"São José dos Basílios","<i>São José dos Basílios</i>","9239","<b>2</b>","2"
"Campina Grande do Sul","<i>Campina Grande do Sul</i>","5789","<b>1</b>","1"
"Benevides","<i>Benevides</i>","5594","<b>6</b>","6"
"Petrolina","<i>Petrolina</i>","9973","<b>11</b>","11"
"Arneiroz","<i>Arneiroz</i>","7133","<b>2</b>","2"
"Linhares","<i>Linhares</i>","11107","<b>5</b>","5"
"Elias Fausto","<i>Elias Fausto</i>","8435","<b>2</b>","2"
"Porto Calvo","<i>Porto Calvo</i>","10111","<b>5</b>","5"
"Cajueiro","<i>Cajueiro</i>","10045","<b>2</b>","2"
"Esperança do Sul","<i>Esperança do Sul</i>","9425","<b>1</b>","1"
"Caririaçu","<i>Caririaçu</i>","7153","<b>5</b>","5"
"Bertioga","<i>Bertioga</i>","8342","<b>1</b>","1"
"Imbituva","<i>Imbituva</i>","5879","<b>1</b>","1"
"Poço Branco","<i>Poço Branco</i>","6537","<b>2</b>","2"
"Campanário","<i>Campanário</i>","10328","<b>0</b>","0"
"Grão Mogol","<i>Grão Mogol</i>","10527","<b>2</b>","2"
"Baixo Guandu","<i>Baixo Guandu</i>","11075","<b>3</b>","3"
"Cordeiro","<i>Cordeiro</i>","8201","<b>1</b>","1"
"Cocal do Sul","<i>Cocal do Sul</i>","6200","<b>2</b>","2"
"Pitanga","<i>Pitanga</i>","6004","<b>2</b>","2"
"Angical do Piauí","<i>Angical do Piauí</i>","6901","<b>1</b>","1"
"Acará","<i>Acará</i>","5576","<b>6</b>","6"
"Rondinha","<i>Rondinha</i>","9623","<b>0</b>","0"
"Terra Santa","<i>Terra Santa</i>","5706","<b>2</b>","2"
"Vieiras","<i>Vieiras</i>","11056","<b>1</b>","1"
"São Pedro dos Crentes","<i>São Pedro dos Crentes</i>","9244","<b>0</b>","0"
"Palmas","<i>Palmas</i>","9048","<b>21</b>","21"
"Colinas","<i>Colinas</i>","9115","<b>6</b>","6"
"Taperoá","<i>Taperoá</i>","6808","<b>2</b>","2"
"Rurópolis","<i>Rurópolis</i>","5677","<b>3</b>","3"
"Olho d'Água das Cunhãs","<i>Olho d'Água das Cunhãs</i>","9182","<b>0</b>","0"
"Araripina","<i>Araripina</i>","9860","<b>2</b>","2"
"Quebrangulo","<i>Quebrangulo</i>","10114","<b>3</b>","3"
"Arambaré","<i>Arambaré</i>","9289","<b>1</b>","1"
"Capim","<i>Capim</i>","6647","<b>1</b>","1"
"Campos Borges","<i>Campos Borges</i>","9345","<b>1</b>","1"
"São Sebastião do Passé","<i>São Sebastião do Passé</i>","8124","<b>4</b>","4"
"Diamante","<i>Diamante</i>","6670","<b>2</b>","2"
"Aurora do Pará","<i>Aurora do Pará</i>","5586","<b>3</b>","3"
"Constantina","<i>Constantina</i>","9385","<b>1</b>","1"
"Passa e Fica","<i>Passa e Fica</i>","6526","<b>1</b>","1"
"Condado","<i>Condado</i>","6655","<b>2</b>","2"
"Três Palmeiras","<i>Três Palmeiras</i>","9731","<b>0</b>","0"
"Mendonça","<i>Mendonça</i>","8602","<b>1</b>","1"
"Miracatu","<i>Miracatu</i>","8607","<b>4</b>","4"
"São Bento do Sul","<i>São Bento do Sul</i>","6370","<b>3</b>","3"
"São Pedro da Aldeia","<i>São Pedro da Aldeia</i>","8256","<b>8</b>","8"
"Nova Maringá","<i>Nova Maringá</i>","7439","<b>3</b>","3"
"José da Penha","<i>José da Penha</i>","6493","<b>2</b>","2"
"São Roque do Canaã","<i>São Roque do Canaã</i>","11133","<b>0</b>","0"
"Glória D'Oeste","<i>Glória D'Oeste</i>","7346","<b>0</b>","0"
"Terra Nova do Norte","<i>Terra Nova do Norte</i>","7429","<b>2</b>","2"
"Santo Antônio","<i>Santo Antônio</i>","6553","<b>3</b>","3"
"Pedralva","<i>Pedralva</i>","10784","<b>0</b>","0"
"São Luís do Paraitinga","<i>São Luís do Paraitinga</i>","8830","<b>0</b>","0"
"São Paulo das Missões","<i>São Paulo das Missões</i>","9678","<b>1</b>","1"
"Caldas Novas","<i>Caldas Novas</i>","7488","<b>10</b>","10"
"Papanduva","<i>Papanduva</i>","6317","<b>3</b>","3"
"Itacaré","<i>Itacaré</i>","7939","<b>2</b>","2"
"Ubaíra","<i>Ubaíra</i>","8157","<b>0</b>","0"
"Pérola","<i>Pérola</i>","5995","<b>0</b>","0"
"Prado Ferreira","<i>Prado Ferreira</i>","6015","<b>0</b>","0"
"Santa Rita de Cássia","<i>Santa Rita de Cássia</i>","8108","<b>1</b>","1"
"Sanclerlândia","<i>Sanclerlândia</i>","7640","<b>1</b>","1"
"Pedro do Rosário","<i>Pedro do Rosário</i>","9193","<b>1</b>","1"
"Dois Irmãos do Buriti","<i>Dois Irmãos do Buriti</i>","9798","<b>3</b>","3"
"Duque Bacelar","<i>Duque Bacelar</i>","9121","<b>0</b>","0"
"São João da Ponte","<i>São João da Ponte</i>","10939","<b>2</b>","2"
"Tabuleiro do Norte","<i>Tabuleiro do Norte</i>","7284","<b>2</b>","2"
"Aporá","<i>Aporá</i>","7783","<b>1</b>","1"
"Tunas","<i>Tunas</i>","9736","<b>1</b>","1"
"Lambari","<i>Lambari</i>","10644","<b>0</b>","0"
"Santa Rita do Novo Destino","<i>Santa Rita do Novo Destino</i>","7647","<b>0</b>","0"
"Altair","<i>Altair</i>","8281","<b>2</b>","2"
"Simão Dias","<i>Simão Dias</i>","7756","<b>16</b>","16"
"Lagoa Dourada","<i>Lagoa Dourada</i>","10639","<b>1</b>","1"
"Pouso Alto","<i>Pouso Alto</i>","10826","<b>0</b>","0"
"Cônego Marinho","<i>Cônego Marinho</i>","10407","<b>0</b>","0"
"Crucilândia","<i>Crucilândia</i>","10438","<b>0</b>","0"
"Aurora","<i>Aurora</i>","7135","<b>7</b>","7"
"Alto Rio Novo","<i>Alto Rio Novo</i>","11070","<b>0</b>","0"
"Apucarana","<i>Apucarana</i>","5750","<b>5</b>","5"
"Iguaraçu","<i>Iguaraçu</i>","5876","<b>1</b>","1"
"Campo Belo do Sul","<i>Campo Belo do Sul</i>","6187","<b>0</b>","0"
"Goiás","<i>Goiás</i>","7537","<b>4</b>","4"
"Itacuruba","<i>Itacuruba</i>","9928","<b>1</b>","1"
"Igaporã","<i>Igaporã</i>","7922","<b>3</b>","3"
"Pratânia","<i>Pratânia</i>","8731","<b>0</b>","0"
"Riachão do Poço","<i>Riachão do Poço</i>","6755","<b>0</b>","0"
"Nova Belém","<i>Nova Belém</i>","10729","<b>2</b>","2"
"Ibaiti","<i>Ibaiti</i>","5872","<b>1</b>","1"
"Santa Cruz de Goiás","<i>Santa Cruz de Goiás</i>","7642","<b>0</b>","0"
"Ibateguara","<i>Ibateguara</i>","10065","<b>1</b>","1"
"Materlândia","<i>Materlândia</i>","10681","<b>1</b>","1"
"Senador Cortes","<i>Senador Cortes</i>","10984","<b>0</b>","0"
"Novo Horizonte do Sul","<i>Novo Horizonte do Sul</i>","9825","<b>0</b>","0"
"Gameleira","<i>Gameleira</i>","9913","<b>1</b>","1"
"Cachoeira","<i>Cachoeira</i>","7823","<b>0</b>","0"
"Buritirama","<i>Buritirama</i>","7820","<b>1</b>","1"
"Amélia Rodrigues","<i>Amélia Rodrigues</i>","7773","<b>3</b>","3"
"Durandé","<i>Durandé</i>","10474","<b>0</b>","0"
"Jaguariúna","<i>Jaguariúna</i>","8551","<b>4</b>","4"
"São Benedito do Sul","<i>São Benedito do Sul</i>","9995","<b>4</b>","4"
"Benedito Novo","<i>Benedito Novo</i>","6167","<b>1</b>","1"
"Indiara","<i>Indiara</i>","7549","<b>1</b>","1"
"Lagoa Salgada","<i>Lagoa Salgada</i>","6500","<b>1</b>","1"
"Guaraí","<i>Guaraí</i>","8972","<b>3</b>","3"
"Sena Madureira","<i>Sena Madureira</i>","6888","<b>8</b>","8"
"Novo Triunfo","<i>Novo Triunfo</i>","8044","<b>0</b>","0"
"Santa Cruz da Esperança","<i>Santa Cruz da Esperança</i>","8788","<b>1</b>","1"
"Candeias do Jamari","<i>Candeias do Jamari</i>","6849","<b>2</b>","2"
"Ananindeua","<i>Ananindeua</i>","5583","<b>13</b>","13"
"Sombrio","<i>Sombrio</i>","6395","<b>6</b>","6"
"Brejolândia","<i>Brejolândia</i>","7816","<b>4</b>","4"
"Santo Antônio da Platina","<i>Santo Antônio da Platina</i>","6067","<b>1</b>","1"
"Francisco Dantas","<i>Francisco Dantas</i>","6471","<b>0</b>","0"
"Poço das Trincheiras","<i>Poço das Trincheiras</i>","10110","<b>2</b>","2"
"Gonçalves","<i>Gonçalves</i>","10523","<b>0</b>","0"
"Itaubal","<i>Itaubal</i>","5724","<b>3</b>","3"
